Text,Sentiment
wpi to buying looks counter trend possible bear wedge wont be happy if it closes 2 to 3 days above 50 simple moving average will have to re evaluate if it does,-1
mon to and monthly to game on,1
ha eps estimates being slashed as squeezed stock crash lands looking for low 5,-1
tso was long now crack spreads say low 30 equals short vo good short too,-1
aap no pain and no gain will stay above 500 mostly but not higher than 580 and go as low as 470,-1
geoy should be trading at 41.09 as each share worth 1.425 shares of dgi 28.84 x 1.425 equals 41.09,1
china is fix ing itself stdy,1
chk good info SP500 over 1470 and this thing rips imo,1
with a name like skypeople fruit juice sp is going to be the next aap just wait and see,1
wh consolidating at the highs with gap support immediately under the price from,1
mt beav all setting up for possible higher prices,1
mgm caught in a ange,-1
new post to i could have peter ynchd this stock md,1
fsc goes ex dividend tomorrow paying monthly 0.0958 per share with next payment on jan 31 with 10.60 percent yield,1
3 days tradingtrader i do have 3.1 million io to expend and race up any offer for depo,-1
voxx a stock kudos to you my friend,1
mcp performing as expected so many red flag raised on that one over last few months so many here could say i told you so,-1
swy to wsj cerberus supervalu strike deal to sources to may put a bid under swy,1
se shot ceco sm aci dmnd ns gcy bbg ef tm eoc xco vccf pq axas pst p kcg mnta nav pac,-1
hpq in the 16.50 calls for .04,1
aap daily pop then vomit in motion,-1
mcp dont catch that knife if you think it will survive define risk buy some january 2015 eap option and forget about it till then,-1
px to ong 9.01 moved the trailing stop to 13.30 from 3 stops of 9.01 7.78 and 6.55,1
aap i dont see any more than 1 up 3 minute candle in a row so far this am,-1
aap about to go red amazing how many times that pattern can repeat over and over,-1
u didnt miss it if it is still going lower mcp,-1
gdot making a new higher high macd bullish cross and obv trending upwards time to fill this gap,1
back to a full size position in znga here,1
fce triggered tues gapped wed so today imo do not have to think to you just take profits,1
goodbye faf acting weak ive never liked you anyway to next,-1
not likin msft neg dvrgnce and hammer today goin into quadruple bottom still have some longs with stop,-1
wfc if they miss i will add,1
bac wait for it to setup again ooks like it will retest 10.66 for sure,-1
mcp you had a lot of red flags but when the ceo was abruptly fired without a permanent replacement this should have got your attention,-1
aap gonna bounce hard off 516,1
gs is looking super strong,1
wait to you see what they do with schools in 2013 the jmba airport locations are generally packed good news user,1
gs wants higher,1
aap watch cs its a tell for aap imo,1
bk to added to long,1
long a few nfx 100 calls at .27 expire tomorrow out at .40 positive 48 percent no need to be greedy with them expiring tomorrow,1
jnp to added to long,1
cee 5 min retest,1
aap to trimmed .5 of our short exposure 516 level,-1
aap lower highs and lower lows intraday where is big near term support,-1
the cult of apple is dying aap,-1
zion looks to be basing under breakout could touch bottom of triangle though,1
hpq ocket since noon,1
hpq ook at that volume too very nice 16.50 calls do it,1
x to took long exposure down 25.95 to 26 area to still very bullish on t look stock has a rip to n dip rhythm want dry powder 2 trade,1
sweet money i need another 1.8 percent to scaling in sell short again csn,-1
hpq man these call options are so cheap,1
shot yhoo to 0 one down 19 to go laugh,-1
i lost 15 percent of my holdings when it first opened but have recouped it all through aap and now fb buying more of both,1
te to new short on board for utility sector,-1
tr8 rx nice face check the next hban green weekly triangle sell short,-1
green weekly triangle on hban sell short at 6.69,-1
yea but csn in just one in my whole portfolio when you scale you always can fix the cost and ending with profits,-1
bac out 11.78 waiting for a pullback if we have one today,1
aap moving above 525 pivot today is bullish for tomorrow,1
aap getting my attention showing some strength might actually jump in,1
es spy spx can we hold this breakout on the es futures,-1
aap someone catch a leak of some news at 0 or what,1
wfm to not getting much lift from the rally to looking like a possible bear flag to adding to short,-1
ed weekly triangle on hek net profit 4539.00 10.84 percent,-1
v interesting reversal today,-1
bac 100 percent cash i will never listen to the sirens say keep r trade overnight it will gapp never i promise,1
hpq is 17.50 too much to ask for tomorrow,1
sdjpy no breakout on the close isk rally with equity traders in front of their skis into earnings es spy spx,-1
market underperform day thanks to my ddd and ssys positions staying long 3 days printing aap kept me green more upside to come,1
green weekly triangle on hek sell short at 3.96,-1
fs to solar market to ise 22 percent in 2013 deutsche bank predicts,1
nice to huge volume in ms breakout today,1
the price action is saying that aap is not going to die after earnings it had multiple chances to break 500 but didnt,1
bn bish to announce a 15 percent increase in holiday sales,1
cs nice move above the 50 and 200 dma nice base structure on a daily and weekly pattern,1
ocz ces 2013 as vegas nevada january 8 through 11 in progress,1
t game on this company just gets it,1
dont tell everyone thats a nice looking diverse list of 52 week highs jnj mmm gs oc f wag de,1
alarm bells should ring for ddd investors ed flags are highlighted in this detailed and well researched article,-1
aap marketing chief phil schiller will not resort to a cheaper iphone to expand its market share etes,-1
squeeze squeeze slow grind higher continuing spy 147.45 esf 1471 wfc better deliver the goods tomorrow,1
hsa it always comes back,1
hsa good day,1
yhoo cramer kiss of death thanks bro can i get a bac and jds cramer nudge kifmonster,-1
mgm held this long term resistance mgm caught in a ange,-1
aon continuation on good volume,1
nfx over 28.20 or 28.40,1
zc over 4.75 on good volume,1
es spx spy star on 4 hour,-1
a doji like candle close today on f may signify possible retracement between 100 percent and 61.8 percent fib levels watching closely for more bull run,1
swhc will continue to accumulate more mar 9 calls on any pull back below 8.10,1
isis to with continued volume this can go much higher 13.22 to 14 is easy for this to it has some big green moves,1
tso dont be fooled by one day moves esp after a large drop the trend and my stop says im still good,-1
sm to decent base ook poised to break out,1
nfx i let my wkly 100 cas go from vey green to ed not good but will hold them,1
tso attached shows fib and old resistance stopping upward move will stay below both,-1
cgi ove this trucking co should be bought on any pullback,1
qcom best play on samsung snapdragon and anti aap play best tech play too,1
qcom another view with blue sky above,1
student debt a trillion dollar bubble sm nni,-1
cof is approaching key resistance level at 62.92 a break of which could accelerate the stock price,1
aon has been in an uptrend since july and thursdays break suggests a continuation of the upmove,1
gdot with bullish macd cross along bullish si action it should only be a matter of time to take off,1
bac failed to break below uptrend continues,1
with the financials xf already positive 4.6 percent ytd wells fargo wfc might have to deliver the moon today,1
one small step to send cable tv back to the 80 quality content exclusive on nfx cant wait for the return of ad,1
